epoch_idx	nce_loss
206	1.0303226
207	1.0103438
208	0.96733105
209	1.0223577
210	0.96107876
211	1.0325888
212	0.9680261
213	0.8836208
214	0.918197
215	0.8678864
216	0.9227181
217	0.92362106
218	0.90692717
219	0.9625883
220	1.013643
221	0.97935975
222	0.88436514
223	0.98557717
224	0.92274654
225	1.0448436
226	1.0636201
227	0.9307932
228	1.0081456
229	0.9166504
230	1.0646942
231	1.0320065
232	0.9484462
233	0.97787213
234	0.8678376
235	0.89901704
236	0.92937976
237	0.88165915
238	0.9393508
239	0.917771
240	1.071609
241	0.9053582
242	0.89682806
243	0.893457
244	0.9132087
245	0.9218213
246	0.9087118
247	0.9467856
248	0.98327196
249	0.9756386
250	0.9488207
251	0.86446035
252	0.8989886
253	0.9262916
254	0.8405002
255	0.97078127
256	0.92835724
257	0.98519015
258	0.93468434
259	1.0147555
260	0.8460099
261	0.93373615
262	0.92492414
263	0.8954548
264	0.8437793
265	0.9547794
266	0.88942885
267	0.91677064
268	0.84049314
269	0.9312366
270	0.948392
271	0.89937216
272	0.9528687
273	0.83492905
274	0.86094004
275	0.8949251
276	0.88978326
277	0.923916
278	0.8825352
279	0.9152051
280	0.83989054
281	0.9054142
282	0.88011277
283	1.0169727
284	0.88343513
285	0.9818039
286	0.8531641
287	0.93737686
288	0.9351397
289	0.8550974
290	0.89970154
291	0.8928242
292	0.97055876
293	0.8672122
294	0.82126683
295	0.84104973
296	0.8435484
297	0.8686215
298	0.8887008
299	0.93621564
300	0.8463631
301	0.87126195
302	0.91590637
303	0.8415431
304	0.8517421
305	0.8618435
306	0.84933096
307	0.8484726
308	0.9435599
309	0.7978907
310	0.8734111
311	0.8546557
312	0.9392726
313	0.8233967
314	0.9010051
315	0.845933
316	0.9179478
317	0.8827992
318	0.8600001
319	0.8353549
320	0.8077861
321	0.8662625
322	0.84409237
323	0.81455
324	0.78851545
325	0.87439674
326	0.8026638
327	0.8522702
328	0.90697944
329	0.8547736
330	0.8683064
331	0.77731407
332	0.86949533
333	0.8242726
334	0.868568
335	0.8180832
336	0.85822356
337	0.85571855
338	0.93078333
339	0.9820615
340	0.83383363
341	0.9264383
342	0.83261037
343	0.8372541
344	0.83705115
345	0.78035796
346	0.8114275
347	0.8273431
348	0.7151196
349	0.8789948
350	0.8211704
351	0.86016613
352	0.79491514
353	0.7535358
354	0.84422725
355	0.9112749
356	0.84926695
357	0.7868403
358	0.8829583
359	0.83028823
360	0.81636214
361	0.85915154
362	0.82607895
363	0.71296793
364	0.73636746
365	0.7953091
366	0.87378144
367	0.7971622
368	0.744028
369	0.85358554
370	0.9349819
371	0.95454186
372	0.81974065
373	0.77169776
374	0.7365227
375	0.780929
376	0.7745762
377	0.7484035
378	0.80532736
379	0.8096399
380	0.7209351
381	0.7571196
382	0.8177238
383	0.81832165
384	0.83288634
385	0.81806767
386	0.7450692
387	0.8087638
388	0.75061166
389	0.7633905
390	0.8341041
391	0.7954105
392	0.7531764
393	0.7408304
394	0.8002837
395	0.7751908
396	0.78424454
397	0.7066897
398	0.84412473
399	0.72160244
400	0.7467247
401	0.73756135
402	0.764024
403	0.8199445
404	0.74365526
405	0.7704041
406	0.8240031
407	0.7322165
408	0.74984443
409	0.7591535
410	0.6773725
411	0.77051675
412	0.65233827
413	0.7424525
414	0.7996386
415	0.7425581
416	0.70600426
417	0.6781592
418	0.9440192
419	0.9337326
420	0.7324038
421	0.75956786
422	0.6868142
423	0.7783245
424	0.8281652
425	0.85315394
426	0.72871774
427	0.8071078
428	0.7941074
429	0.8502918
430	0.83215845
431	0.7987143
432	0.7857666
433	0.6741135
434	0.7179883
435	0.6719694
436	0.7557744
437	0.7578277
438	0.7398025
439	0.82637817
440	0.698432
441	0.82806087
442	0.83085954
443	0.76574135
444	0.7614642
445	0.7744161
446	0.7598455
447	0.7516714
448	0.762519
449	0.80744463
450	0.7994945
451	0.6899909
452	0.72425026
453	0.73918694
454	0.66199017
455	0.7508532
456	0.82125026
457	0.7767109
458	0.8843054
459	0.7889316
460	0.7389942
461	0.7116576
462	0.7358388
463	0.7758684
464	0.7317201
465	0.73803735
466	0.71614516
467	0.6716659
468	0.65039337
469	0.68672997
470	0.6904064
471	0.75662124
472	0.6821449
473	0.69251335
474	0.6712802
475	0.6457852
476	0.7450105
477	0.69515586
478	0.65923715
479	0.691814
480	0.66367906
481	0.8058033
482	0.6667068
483	0.6956666
484	0.7032945
485	0.64948976
486	0.7829339
487	0.6757892
488	0.7054914
489	0.8800696
490	0.6545891
491	0.679983
492	0.635616
493	0.7041102
494	0.7254461
495	0.6760989
496	0.7042102
497	0.72486216
498	0.67535496
499	0.69552004
500	0.70300287
501	0.64124113
502	0.70918626
503	0.8010488
504	0.6543897
505	0.6853603
506	0.7227005
507	0.69206303
508	0.68537015
509	0.59696996
510	0.71953815
511	0.62058425
512	0.71058345
513	0.68604463
514	0.65379167
515	0.68639976
516	0.6543289
517	0.72491455
518	0.68078685
519	0.7508392
520	0.7145377
521	0.74121314
522	0.63996726
523	0.6181899
524	0.67450833
525	0.6300749
526	0.63640535
527	0.68939996
528	0.62585163
529	0.6567578
530	0.6692734
531	0.6795177
532	0.6720814
533	0.5639378
534	0.7080548
535	0.6638658
536	0.67022747
537	0.7425179
538	0.692847
539	0.61975944
540	0.6534433
541	0.65724874
542	0.5576637
543	0.66946703
544	0.7154614
545	0.65827465
546	0.66122776
547	0.63505256
548	0.59544337
549	0.69138783
550	0.7053155
551	0.67417485
552	0.8243655
553	0.59834653
554	0.64000535
555	0.5954993
556	0.64821404
557	0.62360466
558	0.67801607
559	0.67833877
560	0.6101202
561	0.62765783
562	0.72264344
563	0.67736787
564	0.6594414
565	0.68009084
566	0.614584
567	0.70996153
568	0.6282675
569	0.62856394
570	0.57074606
571	0.60025185
572	0.65594006
573	0.7774722
574	0.662987
575	0.6627467
576	0.63578004
577	0.6262385
578	0.6595831
579	0.5813789
580	0.5843009
581	0.6449667
582	0.5936682
583	0.63923925
584	0.6927451
585	0.6940558
586	0.6805097
587	0.8669401
588	0.6265553
589	0.59046614
590	0.6004992
591	0.61453325
592	0.68844056
593	0.6782905
594	0.61929166
595	0.66659665
596	0.6802164
597	0.6689539
598	0.68070245
599	0.6917047
600	0.6888625
601	0.6101075
602	0.5475216
603	0.57233953
604	0.64331496
605	0.6242476
606	0.6995252
607	0.5835194
608	0.6304603
609	0.66812044
610	0.62424386
611	0.66207224
612	0.5299398
613	0.65053093
614	0.5894929
615	0.56734407
616	0.5625395
617	0.5786958
618	0.6049267
619	0.6026884
620	0.5739363
621	0.64762586
622	0.5830013
623	0.58019197
624	0.6010537
625	0.54885906
626	0.5792188
627	0.5763151
628	0.57515913
629	0.58494145
630	0.57628417
631	0.5790384
632	0.6371299
633	0.5931987
634	0.63182986
635	0.65246433
636	0.6359967
637	0.61229664
638	0.57494724
639	0.603468
640	0.637563
641	0.57339686
642	0.64877474
643	0.69722897
644	0.5808064
645	0.6746528
646	0.5890616
647	0.6185092
648	0.57140386
649	0.62778723
650	0.6320911
651	0.6606583
652	0.61861014
653	0.6669018
654	0.58087194
655	0.58905065
656	0.59252936
657	0.65033084
658	0.5694682
659	0.5698514
660	0.57530236
661	0.57158417
662	0.7158668
663	0.5452547
664	0.5801621
665	0.525221
666	0.5623753
667	0.5725882
668	0.62065727
669	0.6299095
670	0.53522855
671	0.59373796
672	0.5338016
673	0.54078084
674	0.5193318
675	0.59274673
676	0.65104973
677	0.68250144
678	0.6570954
679	0.6077285
680	0.5934857
681	0.59091324
682	0.5675269
683	0.593923
684	0.5730929
685	0.6212293
686	0.6207234
687	0.60586584
688	0.6245685
689	0.6683258
690	0.5395391
691	0.65836114
692	0.55076706
693	0.5929301
694	0.56577307
695	0.5851936
696	0.5644518
697	0.48342064
698	0.65727955
699	0.550878
700	0.5691186
701	0.53000677
702	0.5977986
703	0.5940433
704	0.5470229
705	0.59189403
706	0.650499
707	0.60192
708	0.6557716
709	0.5765039
710	0.60949576
711	0.6355843
712	0.5847846
713	0.56257623
714	0.53836554
715	0.56777805
716	0.5519425
717	0.6255842
718	0.59808624
719	0.58264923
720	0.56985974
721	0.6022831
722	0.559127
723	0.63249815
724	0.63880664
725	0.6039572
726	0.754495
727	0.6435822
728	0.5450108
729	0.59132856
730	0.58015215
731	0.5778547
732	0.5775623
733	0.5796483
734	0.59344923
735	0.57075155
736	0.50329983
737	0.5696793
738	0.52925634
739	0.55739135
740	0.56968635
741	0.51348424
742	0.6194553
743	0.57404643
744	0.5411484
745	0.55429566
746	0.5574281
747	0.5752889
748	0.5428996
749	0.60331637
750	0.5846369
751	0.60870874
752	0.5619647
753	0.6181563
754	0.5747348
755	0.52856314
756	0.5372927
757	0.5293022
758	0.533378
759	0.54203236
760	0.60904706
761	0.60391414
762	0.5172998
763	0.5510571
764	0.56002116
765	0.5708204
766	0.5319187
767	0.6179895
768	0.586774
769	0.56390595
770	0.5207446
771	0.5540267
772	0.52426785
773	0.5769447
774	0.53796405
775	0.51440275
776	0.5721522
777	0.5613563
778	0.56284225
779	0.6456597
780	0.6057938
781	0.5673697
782	0.53341717
783	0.5130382
784	0.54143226
785	0.51135385
786	0.5006495
787	0.59126407
788	0.6030315
789	0.5338002
790	0.5536617
791	0.5485416
792	0.5321224
793	0.6084615
794	0.5345287
795	0.5645601
796	0.48375016
797	0.5913422
798	0.5835179
799	0.6176727
800	0.50711954
801	0.5251022
802	0.469951
803	0.5072245
804	0.50017095
805	0.58838236
806	0.5064055
807	0.59326303
808	0.5131637
809	0.49669516
810	0.48874733
811	0.5688099
812	0.5710684
813	0.50712913
814	0.6206408
815	0.9071626
816	0.61715615
817	0.5699437
818	0.5836775
819	0.6884903
820	0.593364
821	0.5345058
822	0.5344455
823	0.5727744
824	0.60772353
825	0.5598707
826	0.51062405
827	0.47939935
828	0.57473475
829	0.52075785
830	0.57173365
831	0.6346674
832	0.551587
833	0.58127934
834	0.56005114
835	0.51342636
836	0.5933825
837	0.56446946
838	0.5472255
839	0.5296527
840	0.570172
841	0.5535296
842	0.5810304
843	0.63229394
844	0.542659
845	0.5918122
846	0.5609063
847	0.4972781
848	0.5839047
849	0.6111206
850	0.55052626
851	0.4996054
852	0.5772337
853	0.5390745
854	0.61843723
855	0.7124777
856	0.70189625
857	0.8788766
858	0.6010707
859	0.5306471
860	0.5226358
861	0.5540219
862	0.5578524
863	0.6025333
864	0.573164
865	0.5541897
866	0.5825225
867	0.53429127
868	0.55631167
869	0.52136457
870	0.640122
871	0.5770187
872	0.51637334
873	0.4827121
874	0.47034556
875	0.5275506
876	0.47985035
877	0.5135089
878	0.5159796
879	0.492602
880	0.49665144
881	0.4949072
882	0.5241587
883	0.49688366
884	0.5396794
885	0.5800424
886	0.5210403
887	0.57428926
888	0.5699702
889	0.53671914
890	0.56485534
891	0.71159774
892	0.63932824
893	0.54211605
894	0.5874063
895	0.5520101
896	0.5526024
897	0.6283302
898	0.53167987
899	0.4949888
900	0.49793893
901	0.5309493
902	0.5840102
903	0.5364328
904	0.5224801
905	0.44571465
906	0.53814536
907	0.52933574
908	0.4919954
909	0.51527
910	0.521911
911	0.49626985
912	0.5205079
913	0.5108011
914	0.6055183
915	0.5024682
916	0.6378179
917	0.5273299
918	0.5152004
919	0.5734124
920	0.53279835
921	0.53748804
922	0.49088266
923	0.5398375
924	0.5554541
925	0.5172415
926	0.5145933
927	0.6311064
928	0.5995915
929	0.50415224
930	0.59408164
931	0.65813696
932	0.58666235
933	0.60061955
934	0.5670444
935	0.57614034
936	0.5974356
937	0.49809054
938	0.55136275
939	0.4878214
940	0.53000915
941	0.5592346
942	0.5168756
943	0.5682839
944	0.48344898
945	0.5416447
946	0.52572775
947	0.5641657
948	0.51386607
949	0.58807147
950	0.49247792
951	0.47235724
952	0.50033545
953	0.56166697
954	0.4749737
955	0.4660134
956	0.4638155
957	0.5249239
958	0.51903594
959	0.50937116
960	0.5673068
961	0.47145468
962	0.47460586
963	0.5341426
964	0.5774882
965	0.71266234
966	0.54702884
967	0.5406871
968	0.5538661
969	0.50744283
970	0.60381347
971	0.57230604
972	0.5706492
973	0.57096434
974	0.5524594
975	0.47655204
976	0.5361976
977	0.5841323
978	0.5073918
979	0.48881194
980	0.49785647
981	0.581179
982	0.46566403
983	0.45637363
984	0.55660295
985	0.5396527
986	0.488639
987	0.52210295
988	0.50978905
989	0.5083554
990	0.50064814
991	0.5256201
992	0.4853062
993	0.4714062
994	0.51300746
995	0.54529196
996	0.5440775
997	0.5062998
998	0.54536813
999	0.55448085
1000	0.5339602
1001	0.58089834
1002	0.538868
1003	0.524052
1004	0.5180997
1005	0.57069594
1006	0.5614989
1007	0.47650713
1008	0.4787373
1009	0.47558102
1010	0.5149413
1011	0.5190574
1012	0.54278004
1013	0.5051667
1014	0.49016222
1015	0.473357
1016	0.46021456
1017	0.52226716
1018	0.514162
1019	0.4756482
1020	0.52084434
1021	0.4876264
1022	0.47579035
1023	0.5001856
1024	0.6300147
1025	0.4919699
1026	0.6416924
1027	0.67499894
1028	0.77791417
1029	0.55580497
1030	0.5756189
1031	0.54484236
1032	0.57991403
1033	0.48446763
1034	0.4690665
1035	0.44949245
1036	0.52864647
1037	0.47677866
1038	0.50296104
1039	0.50048536
1040	0.4863116
1041	0.5138353
1042	0.52453184
1043	0.5006563
1044	0.51031697
1045	0.551656
1046	0.46438688
1047	0.50711906
1048	0.49391133
1049	0.5104788
1050	0.5284007
1051	0.51957023
1052	0.48021922
1053	0.46153146
1054	0.54403913
1055	0.490375
1056	0.49485764
1057	0.47906443
1058	0.47434604
1059	0.6237937
1060	0.6500482
1061	0.57869464
1062	0.5021465
1063	0.47737852
1064	0.516175
1065	0.5481032
1066	0.46926305
1067	0.52411956
1068	0.46546227
1069	0.5206486
1070	0.55772907
1071	0.46696103
1072	0.49065036
1073	0.5085612
1074	0.4683982
1075	0.6704632
1076	0.53959703
1077	0.46637073
1078	0.50333846
1079	0.54536897
1080	0.46218178
1081	0.5100559
1082	0.5573018
1083	0.5082963
1084	0.4679604
1085	0.52280843
1086	0.5343087
1087	0.49506527
1088	0.4423188
1089	0.487144
1090	0.5451715
1091	0.46964055
1092	0.50135386
1093	0.43974283
1094	0.47114468
1095	0.51072073
1096	0.48740137
1097	0.48542303
1098	0.43706843
1099	0.45654267
1100	0.44189364
1101	0.47917634
1102	0.45486274
1103	0.510286
1104	0.4536509
1105	0.51895446
1106	0.5097729
1107	0.5825554
1108	0.4740286
1109	0.48248324
1110	0.43469027
1111	0.43781045
1112	0.49659124
1113	0.4799537
1114	0.48981434
1115	0.47756413
1116	0.45316932
1117	0.48214737
1118	0.5783465
1119	0.6083615
1120	0.5933132
1121	0.5738458
1122	0.6504563
1123	0.5487374
1124	0.49460834
1125	0.5213754
1126	0.5458243
1127	0.49364296
1128	0.50346065
1129	0.49016535
1130	0.48046896
1131	0.5868143
1132	0.5653443
1133	0.5576335
1134	0.45286986
1135	0.50851464
1136	0.53451955
1137	0.55554336
1138	0.5117074
1139	0.49138725
1140	0.49705437
1141	0.46856815
1142	0.48889747
1143	0.47145942
1144	0.50210965
1145	0.48891008
1146	0.5322819
1147	0.4800875
1148	0.43091708
1149	0.50381273
1150	0.4472121
1151	0.4720551
1152	0.4746768
1153	0.50930965
1154	0.5411996
1155	0.43187764
1156	0.47695097
1157	0.4615364
1158	0.48207876
1159	0.4435636
1160	0.45438296
1161	0.46146768
1162	0.49538726
1163	0.49598503
1164	0.5270194
1165	0.5167339
1166	0.49125516
1167	0.46494693
1168	0.49382484
1169	0.48305476
1170	0.44708574
1171	0.45726827
1172	0.4355376
1173	0.46034053
1174	0.4688618
1175	0.4853297
1176	0.607749
1177	0.6111053
1178	0.612136
1179	0.51522547
1180	0.5497225
1181	0.48327848
1182	0.49419865
1183	0.47514284
1184	0.48871616
1185	0.4573263
1186	0.47047758
1187	0.46015114
1188	0.4660554
1189	0.52241814
1190	0.4678064
1191	0.4383655
1192	0.45116222
1193	0.45613474
1194	0.46079654
1195	0.41544497
1196	0.4924144
1197	0.44271037
1198	0.4917026
1199	0.52732515
1200	0.4715092
1201	0.4473274
1202	0.53296536
1203	0.4801413
1204	0.43977922
1205	0.53463787
1206	0.58572614
1207	0.4826133
1208	0.49462205
1209	0.4716923
1210	0.48171732
1211	0.45593277
1212	0.4432877
1213	0.51054955
1214	0.45834497
1215	0.47214368
1216	0.46308386
1217	0.47766802
1218	0.47318238
1219	0.48047572
1220	0.48812765
1221	0.44851848
1222	0.5095993
1223	0.53148997
1224	0.50148666
1225	0.47924027
1226	0.4013858
1227	0.46817908
1228	0.45263478
1229	0.45936298
1230	0.48310313
1231	0.5305827
1232	0.4052499
1233	0.41979116
1234	0.51193464
1235	0.48086452
1236	0.42807972
1237	0.4649779
1238	0.43635988
1239	0.48459843
1240	0.4514637
1241	0.5021771
1242	0.4855664
1243	0.52005696
1244	0.4580536
1245	0.48346508
1246	0.4498882
1247	0.51283526
1248	0.5418677
1249	0.60179853
1250	0.50188136
1251	0.46959817
1252	0.5303903
1253	0.46123904
1254	0.49452627
1255	0.4868334
1256	0.50477463
1257	0.5127155
1258	0.44722116
1259	0.49190876
1260	0.4741346
1261	0.50765073
1262	0.4846312
1263	0.45380375
1264	0.4806071
1265	0.47073567
1266	0.4512069
1267	0.52030694
1268	0.49175897
1269	0.51180077
1270	0.4871669
1271	0.5482307
1272	0.5058728
1273	0.48427847
1274	0.4676914
1275	0.44873428
1276	0.54912
1277	0.53998524
1278	0.5042195
1279	0.558731
1280	0.5900131
1281	0.4674619
1282	0.50823855
1283	0.53280365
1284	0.5333634
1285	0.5099501
1286	0.45279568
1287	0.43990073
1288	0.4254926
1289	0.46463585
1290	0.4699402
1291	0.43954304
1292	0.44816768
1293	0.4725877
1294	0.42588207
1295	0.46490237
1296	0.44968435
1297	0.45886436
1298	0.48046622
1299	0.46940362
1300	0.46138504
1301	0.40296796
1302	0.51400584
1303	0.45476037
1304	0.48916057
1305	0.43794554
1306	0.47927526
1307	0.39376143
1308	0.46765035
1309	0.49620852
1310	0.47397846
1311	0.40344924
1312	0.43213183
1313	0.5034482
1314	0.46874183
1315	0.4286817
1316	0.46457604
1317	0.45225757
1318	0.5122947
1319	0.47094294
1320	0.5359427
1321	0.44953755
1322	0.47431567
1323	0.42186716
1324	0.45291466
1325	0.42324537
1326	0.43941993
1327	0.4771182
1328	0.43351847
1329	0.43351877
1330	0.42765158
1331	0.4609971
1332	0.44113952
1333	0.47126058
1334	0.46222675
1335	0.43036142
1336	0.51697546
1337	0.41664484
1338	0.4179727
1339	0.44139183
1340	0.47730848
1341	0.47555253
1342	0.4480284
1343	0.474233
1344	0.4273103
1345	0.44715282
1346	0.4569494
1347	0.47040427
1348	0.47684148
1349	0.41787642
1350	0.43603018
1351	0.51517594
1352	0.49522072
1353	0.46141407
1354	0.46258587
1355	0.40031564
1356	0.55019057
1357	0.53354245
1358	0.45186502
1359	0.4918794
1360	0.47208646
1361	0.44961897
1362	0.46596545
1363	0.39799115
1364	0.43213588
1365	0.40699258
1366	0.4277352
1367	0.46638954
1368	0.5090136
1369	0.51030916
1370	0.51181585
1371	0.46756217
1372	0.44294775
1373	0.50988305
1374	0.4734348
1375	0.51506686
1376	0.43742725
1377	0.46470302
1378	0.44313622
1379	0.50372016
1380	0.4824031
1381	0.3896637
1382	0.46645162
1383	0.4204171
1384	0.4703836
1385	0.39621252
1386	0.50105554
1387	0.41956803
1388	0.4160883
1389	0.44422132
1390	0.4879351
1391	0.48296887
1392	0.48769844
1393	0.45409408
1394	0.47556445
1395	0.42957258
1396	0.43189293
1397	0.4659221
1398	0.4645012
1399	0.5010467
1400	0.47274244
1401	0.44058543
1402	0.46937406
1403	0.49559763
1404	0.48910972
1405	0.47181863
1406	0.5155438
1407	0.42015722
1408	0.43219042
1409	0.4353422
1410	0.4744597
1411	0.43311003
1412	0.44548205
1413	0.4712825
1414	0.44849342
1415	0.43238276
1416	0.46124107
1417	0.47536904
1418	0.490463
1419	0.40837827
1420	0.42649692
1421	0.46886805
1422	0.43908086
1423	0.44259948
1424	0.49993995
1425	0.40330997
1426	0.5256635
1427	0.45697755
1428	0.44906384
1429	0.46495235
1430	0.45542732
1431	0.39450544
1432	0.445433
1433	0.44147858
1434	0.44387168
1435	0.39053074
1436	0.45753506
1437	0.4845154
1438	0.41838285
1439	0.4342448
1440	0.51511943
1441	0.42261678
1442	0.46960562
1443	0.431697
1444	0.4283452
1445	0.45926496
1446	0.42585567
1447	0.47631863
1448	0.44710332
1449	0.44364002
1450	0.4513969
1451	0.45802054
1452	0.46297032
1453	0.47647652
1454	0.45626798
1455	0.43380323
1456	0.3987021
1457	0.4265294
1458	0.42512652
1459	0.47459066
1460	0.37423828
1461	0.48179832
1462	0.5566236
1463	0.4260842
1464	0.4759653
1465	0.4589351
1466	0.4382809
1467	0.4465216
1468	0.48589486
1469	0.44802502
1470	0.47438198
1471	0.4706868
1472	0.47342968
1473	0.452953
1474	0.42060664
1475	0.42379174
1476	0.41748694
1477	0.40628895
1478	0.4229773
1479	0.40169558
1480	0.4638155
1481	0.43765017
1482	0.4015253
1483	0.43577877
1484	0.4594805
1485	0.38836554
1486	0.4174676
1487	0.46157435
1488	0.5104031
1489	0.43708557
1490	0.45608884
1491	0.45540845
1492	0.49344164
1493	0.44472057
1494	0.46378282
1495	0.4340609
1496	0.501398
1497	0.3961805
1498	0.37442273
1499	0.39579123
1500	0.42987648
1501	0.4199967
1502	0.3984755
1503	0.4110625
1504	0.3999397
1505	0.41214305
1506	0.38583788
1507	0.4147751
1508	0.440988
1509	0.47401804
1510	0.46374327
1511	0.4722644
1512	0.4168502
1513	0.43753463
1514	0.47796252
1515	0.4368369
1516	0.4271983
1517	0.44068116
1518	0.4356509
1519	0.4962962
1520	0.4454387
1521	0.49100065
1522	0.45274422
1523	0.5070247
1524	0.37720764
1525	0.4715026
1526	0.48229203
1527	0.43388763
1528	0.45026758
1529	0.568331
1530	0.47507605
1531	0.552569
1532	0.4506707
1533	0.46848828
1534	0.44269747
1535	0.4532564
1536	0.4461835
1537	0.51036733
1538	0.3829214
1539	0.45516557
1540	0.44265005
1541	0.39845398
1542	0.44112074
1543	0.3873566
1544	0.42144135
1545	0.4253165
1546	0.54395
1547	0.49017793
1548	0.46251437
1549	0.39733526
1550	0.41982454
1551	0.4555006
1552	0.44879276
1553	0.422241
1554	0.50156844
1555	0.5013036
1556	0.39120942
1557	0.48294327
1558	0.44095027
1559	0.42136744
1560	0.49015447
1561	0.42910755
1562	0.5201606
1563	0.41296965
1564	0.4157409
1565	0.41086483
1566	0.39782816
1567	0.4244291
1568	0.3914077
1569	0.40819204
1570	0.44315556
1571	0.4943648
1572	0.48985827
1573	0.46884367
1574	0.45073825
1575	0.413741
1576	0.42761976
1577	0.3792929
1578	0.43806696
1579	0.4366679
1580	0.4368118
1581	0.44510376
1582	0.65270627
1583	0.5351192
1584	0.6168091
1585	0.5065638
1586	0.5140691
1587	0.44270775
1588	0.41123834
1589	0.38578287
1590	0.39782348
1591	0.41920602
1592	0.439477
1593	0.39909473
1594	0.46535417
1595	0.39649522
1596	0.40723613
1597	0.39275125
1598	0.43659496
1599	0.43269965
1600	0.4421016
1601	0.44631907
1602	0.41339892
1603	0.3896849
1604	0.4405667
1605	0.4121649
1606	0.40089267
1607	0.45547912
1608	0.48000816
1609	0.46103054
1610	0.41697657
1611	0.4164984
1612	0.45163283
1613	0.44195935
1614	0.441532
1615	0.39767754
1616	0.40859705
1617	0.34997284
1618	0.43961138
1619	0.43126228
1620	0.43355688
1621	0.39326122
1622	0.46023458
1623	0.43046844
1624	0.37159967
1625	0.4424129
1626	0.50693935
1627	0.45825422
1628	0.38029382
1629	0.44788858
1630	0.43234175
1631	0.43928114
1632	0.4152704
1633	0.5357357
1634	0.36944008
1635	0.45268854
1636	0.45597854
1637	0.45815074
1638	0.49492165
1639	0.4630461
1640	0.422695
1641	0.4202933
1642	0.43728906
1643	0.38379696
1644	0.45110783
1645	0.41405106
1646	0.39634734
1647	0.42463684
1648	0.41849253
1649	0.38692108
1650	0.4249365
1651	0.42321962
1652	0.37235263
1653	0.3915151
1654	0.4078673
1655	0.41274703
1656	0.46976265
1657	0.38034934
1658	0.4260723
1659	0.4315294
1660	0.40390703
1661	0.42234522
1662	0.4206449
1663	0.38226584
1664	0.41941816
1665	0.38202032
1666	0.3967551
1667	0.39592546
1668	0.36671558
1669	0.3926104
1670	0.39699757
1671	0.41417697
1672	0.46411148
1673	0.4046017
1674	0.42515576
1675	0.40357766
