epoch_idx	Accuracy	F1-score	Confusion_matrix
80	0.3380952380952381	0.1993001385142524	"[[126   0   0   0  84   0]
 [ 84   0   0   0  66   0]
 [156   0   0   0   0   0]
 [ 60   0   0  48 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
81	0.3380952380952381	0.1990627594437526	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 60   0   0  48 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
82	0.3380952380952381	0.1990627594437526	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 60   0   0  48 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
83	0.34285714285714286	0.20457994976655317	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 54   0   0  54 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
84	0.34285714285714286	0.20457994976655317	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 54   0   0  54 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
85	0.34285714285714286	0.20457994976655317	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 54   0   0  54 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
86	0.34285714285714286	0.20457994976655317	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 54   0   0  54 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
87	0.3476190476190476	0.20992549867820234	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 48   0   0  60 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
88	0.3476190476190476	0.20992549867820234	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 48   0   0  60 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
89	0.3523809523809524	0.2151088017635018	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 42   0   0  66 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
90	0.3619047619047619	0.2250232022868174	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 30   0   0  78 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
91	0.36666666666666664	0.22977019237966914	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 24   0   0  84 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
92	0.36666666666666664	0.22977019237966914	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 24   0   0  84 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
93	0.36666666666666664	0.22977019237966914	"[[126   0   0   0  84   0]
 [ 78   0   0   0  72   0]
 [156   0   0   0   0   0]
 [ 24   0   0  84 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
94	0.37142857142857144	0.23421658986175117	"[[126   0   0   0  84   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  90 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
95	0.37142857142857144	0.23421658986175117	"[[126   0   0   0  84   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  90 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
96	0.37142857142857144	0.23421658986175117	"[[126   0   0   0  84   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  90 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
97	0.36666666666666664	0.23126216484850262	"[[120   0   0   0  90   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  90 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
98	0.36666666666666664	0.23126216484850262	"[[120   0   0   0  90   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  90 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
99	0.36666666666666664	0.23126216484850262	"[[120   0   0   0  90   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  90 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
100	0.36666666666666664	0.23126216484850262	"[[120   0   0   0  90   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  90 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
101	0.36666666666666664	0.23126216484850262	"[[120   0   0   0  90   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  90 132   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
102	0.37142857142857144	0.23591658885776534	"[[120   0   0   0  90   0]
 [ 72   0   0   0  78   0]
 [156   0   0   0   0   0]
 [ 18   0   0  96 126   0]
 [  0   0   0  12 252   0]
 [138   0   0  30  72   0]]"
